"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
"in-3b05e2e3d026ecb6","indeed","https://pk.indeed.com/viewjob?jk=3b05e2e3d026ecb6","http://pk.indeed.com/job/senior-quality-assurance-engineer-3b05e2e3d026ecb6","Senior Quality Assurance Engineer","Hikal Real Estate","Islamabad, PIS, PK","2024-12-17","fulltime","direct_data","yearly",529515.0,670484.0,"USD",False,"","","","","A Senior Quality Assurance (QA) Engineer is responsible for overseeing the development of quality standards, planning and executing test strategies, and ensuring the reliability and performance of software products.

Responsibilities:

* **Test Strategy and Planning**
* Develop and implement comprehensive test plans and strategies.
* Ensure test coverage for functionality, performance, security, and scalability.
* **Quality Assurance Execution**
* Conduct manual and automated tests to identify issues.
* Collaborate with development teams to resolve bugs and improve quality.
* **Reporting and Analytics**
* Analyze test results, generate reports, and provide actionable insights.
* Assist in implementing QA metrics to track product quality and team performance.
* **Process Improvement**
* Continuously enhance QA processes to optimize efficiency.
* Ensure compliance with company and industry standards.

Requirements:

* Bachelor’s degree in Computer Science, Engineering, or a related field.
* **4\\+ years** of experience in Quality Assurance roles.
* Proficiency in **automated testing tools** (Selenium, JUnit).
* Work on CI/CD Pipeline Automations.
* Strong knowledge of QA methodologies, Agile processes, and SDLC.
* Excellent communication and leadership skills.
* Ability to troubleshoot and analyze software defects effectively.

Job Type: Full\\-time

Pay: From Rs50,000\\.00 per month

Application Deadline: 20/12/2024","","https://pk.indeed.com/cmp/Hikal-Real-Estate","","","","","",""
"in-6d1ffa93fa82b678","indeed","https://pk.indeed.com/viewjob?jk=6d1ffa93fa82b678","http://pk.indeed.com/job/sqa-engineer-6d1ffa93fa82b678","SQA Engineer","sequel technologies","Rawalpindi, PPB, PK","2024-12-17","fulltime","","","","","",False,"","","","","**ONLY apply if you are a resident of Bahria/DHA/Askari 14 and nearby areas! Office located in Bahria phase 7\\.**

Sequel Technologies is a software company with an office located in Rawalpindi, delivering healthcare IT and medical billing services to the US market. With a focus on automating and simplifying complex healthcare processes, we cater to hospitals, physician practices, and billing companies. Our services are designed to meet the highest standards of effectiveness and security.

**Responsibilities**

* To review requirements, specifications and technical design documents to provide timely and meaningful feedback.
* To create detailed, comprehensive and well\\-structured test plans and test cases.
* To estimate, prioritize, plan and coordinate testing activities.
* To identify, record, document thoroughly and track bugs.
* To perform thorough regression testing when bugs are resolved.
* To develop and apply testing processes for new and existing products to meet client needs.
* To liaison with internal teams (e.g., developers and product managers) to identify system requirements.
* To track quality assurance metrics, like defect densities and open defect counts.
* To stay up\\-to\\-date with new testing tools and test strategies.
* To record test progress and results.
* To develop standards and procedures to determine product quality and release readiness.
* To drive innovation and streamline overall testing processes.
* To identify any potential problems that users might encounter.
* To perform manual and automated testing.
* To research and analyze product features being tested.
* To research new tools, technologies, and testing processes.
* To review user interfaces for consistency and functionality.
* Any other task assigned by Lead / Manager QA.
* Should know manual QA
* Should’ve done testing on: Black box, Regression, Smoke etc.

**Qualification**

Bachelor’s degree in computer science or relevant field

A candidate must either have worked in a company for 2 years OR has done 1\\-2 Internships as an SQA Engineer

**Timings**

Morning shift: 11:00 AM – 8:00 PM

**Benefits**

* Healthcare
* Entertainment allowance
* Cellular allowance
* Provident fund

Job Type: Full\\-time

Application Question(s):

* Are you a resident of Bahria/DHA/Askari 14 or nearby area?

Willingness to travel:

* 100% (Required)","","https://pk.indeed.com/cmp/Sequel-Technologies","","","","","",""
"in-42b3952ec73ec693","indeed","https://pk.indeed.com/viewjob?jk=42b3952ec73ec693","http://pk.indeed.com/job/software-engineer-42b3952ec73ec693","Software Engineer","Dreambig Semiconductor","Islamabad, PIS, PK","2024-12-17","fulltime","direct_data","yearly",1059030.0,1340969.0,"USD",False,"","","","","**Company Overview:**

DreamBig is a cutting\\-edge chiplet platform startup, revolutionizing high\\-performance applications in AI, data center, and automotive markets. Our commitment to an open chiplet marketplace and innovative interconnectivity solutions enables customers to create tailored, groundbreaking products using a diverse ecosystem of chiplets.

**Requirements:**

* Preferable experience in C language, familiarity with Python, Bash script, and Assembly language.
* Operating Systems (Linux Kernel is preferable/ concepts of RTOS), Computer Architecture (Microcontroller and Microprocessor).
* Network stack (TCP/IP), Tunneling, and Virtualization.
* Git, Jira, CI/CD processes, software debugging, and troubleshooting.

**Qualifications:**

* **Qualification:** Degree in Computer Science or Electrical/Electronic Engineering or equivalent.
* **Experience:** Minimum of 2 years of industry experience
* **Expertise:** Embedded System design and development.
* **Problem\\-solving Skills:** Strong analytical and problem\\-solving abilities.

Job Type: Full\\-time

Pay: From Rs100,000\\.00 per month

Ability to commute/relocate:

* Islamabad: Reliably commute or planning to relocate before starting work (Preferred)

Education:

* Bachelor's (Preferred)

Experience:

* C Language: 1 year (Required)
* Embedded System design and development: 2 years (Required)","","https://pk.indeed.com/cmp/Dreambig-Semiconductor","","","","","",""
"in-f4565d5cdf18a0fe","indeed","https://pk.indeed.com/viewjob?jk=f4565d5cdf18a0fe","http://pk.indeed.com/job/dev-ops-engineer-f4565d5cdf18a0fe","Dev-Ops Engineer","sequel technologies","Rawalpindi, PPB, PK","2024-12-17","fulltime","","","","","",False,"","","","","**ONLY apply if you are a resident of Bahria/DHA/Askari 14 and nearby areas! Office located in Bahria phase 7\\.**

Sequel Technologies is a software company with an office located in Rawalpindi, delivering healthcare IT and medical billing services to the US market. With a focus on automating and simplifying complex healthcare processes, we cater to hospitals, physician practices, and billing companies. Our services are designed to meet the highest standards of effectiveness and security.

**Responsibilities**

* Manage and support build and release of DevOps/GIT CI/CD pipelines
* Actively craft and implement innovative Azure cloud solutions with Microsoft technologies for clients
* Assist in defining technological standards in Azure environments
* Be involved in the entire project cycle from analyzing requirements to crafting tasks, facilitate designs, build, test and provide operational documentation
* Design, implement and support Microsoft Azure and Office365 solutions that meet customer’s technical, security, and business requirements for modern workloads
* Work with Software Development teams for development related tasks,
* Undertake professional and technical reviews to ensure that your client has the best solution for their technical, security and business needs

**Technical Requirements:**

* Experience with Continuous Integration Delivery models such as Azure DevOps, including Git, CI/CD pipelines and IaC
* Implementation and Support experience of sophisticated Azure infrastructure solutions (IaaS \\& PaaS)
* Monitoring, alerting and logging tools (Azure Monitor / Log Analytics / Stackify)
* Experience with IIS Server's Setup, Application hosting, App Configurations and large deployment experience.
* Automation experience using Azure Automation, Azure CLI, PowerShell, Terraform, and ARM templates will be Plus point
* Write and maintain custom scripts to automate and increase system efficiency

**Qualification**

* Qualification: BS degree in Computer Science, Engineering.
* Cloud experience, preferably of 2 years experience as Developments in GIT/AZURE Dev\\-OPS is highly encourage

**Timings:** 6:00 PM \\- 3:00 AM

**Benefits:**

* Healthcare
* Entertainment allowance
* Cellular allowance
* Provident fund

Job Type: Full\\-time

Application Question(s):

* Are you a resident of Bahria/DHA/Askari 14 or nearby areas?

Experience:

* DevOps Engineer: 2 years (Required)

Willingness to travel:

* 100% (Required)","","https://pk.indeed.com/cmp/Sequel-Technologies","","","","","",""
"in-d7f18c0d4cd9841f","indeed","https://pk.indeed.com/viewjob?jk=d7f18c0d4cd9841f","http://pk.indeed.com/job/software-quality-assurance-engineer-d7f18c0d4cd9841f","Software Quality Assurance Engineer","Decimal Solution","Islamabad, PIS, PK","2024-12-17","fulltime","direct_data","yearly",688370.0,871629.0,"USD",False,"","","","hr@decimalsolution.com","(On\\-Site, Physical Job, Day Shift 11AM \\- 8PM)**Requirements:**

· Education: BCS, BSE, BS IT or any related field

· Hands\\-on Experience of 6 months to 2 years with manual and/or automation testing

· Excellent communication skills and ability to work in a fast paced environment in collaboration with team

· Up to date knowledge of Software Testing tools like JIRA, Trello, Cypress, JMeter etc.

· Timings will be from 11AM to 8PM

· Salary Range (50k \\- 80k)

· Last date to apply is 22nd December 2024

**hr@decimalsolution.com**   
**0333\\-1111955**  
www.decimalsolution.com i\\-8 islamabad

Job Type: Full\\-time

Pay: Rs50,000\\.00 \\- Rs80,000\\.00 per month

Application Deadline: 22/12/2024","","https://pk.indeed.com/cmp/Decimal-Solution-2","","","","","",""
"in-3770821de378312a","indeed","https://pk.indeed.com/viewjob?jk=3770821de378312a","http://pk.indeed.com/job/mechanicalmechatronics-engineer-3770821de378312a","Mechanical/Mechatronics Engineer","Rastgar Engineering Company","Islamabad, PIS, PK","2024-12-16","fulltime","direct_data","yearly",741321.0,938678.0,"USD",False,"","","","","Responsibilities:

* Plan and create mechanical designs for new products.
* Develop testing processes, and perform testing and validation of new designs.
* Perform engineering calculations to support design work.
* Create and review technical drawings, plans, and specifications using softwares.
* Perform detailed documentation to track project development and design process.
* Ensure project timeline is met.

Qualification:

* Bachelor's degree in mechanical engineering.
* Firm grasp of engineering concepts, and experience desiging mechanical systems and products.
* Experience using CAD software such as SolidWorks, AutoCAD, or similar.
* Exceptional technical and problem\\-solving skills and reasoning ability.
* Ability to communicate effectively.
* Must be self\\-motivated and a great team worker.

Job Type: Full\\-time

Pay: Rs55,000\\.00 \\- Rs85,000\\.00 per month

Education:

* Bachelor's (Preferred)

Experience:

* Mechanical: 2 years (Preferred)","","https://pk.indeed.com/cmp/Rastgar-Engineering-Company","","https://www.rastgar.com","307 Street 3, I-9/3 I 9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan
","","",""
"in-2dfd85ec8828a913","indeed","https://pk.indeed.com/viewjob?jk=2dfd85ec8828a913","http://pk.indeed.com/job/sr-software-engineer-front-end-2dfd85ec8828a913","Sr. Software Engineer (Front-end)","Wiseman Innovations","Islamabad, PIS, PK","2024-12-16","fulltime","","","","","",False,"","","","","* JavaScript, TypeScript, Vue3 (HTML, CSS).
* Experience with component library (such as MaterialUI)
* Experience with data models: ReST, GraphQL (with GraphQL a plus)
* Experience with state management (Redux, Context API, or similar)
* Development methodologies and tool chains such as NPM, Yarn, Lerna, Webpack, ES Lint, DevTools, and Node.js
* Testing frameworks: Jest, E2E testing with browser automation Security – such as OWASP an asset
* Nice to have: React

Job Type: Full\\-time

Application Question(s):

* Will you be willing to work in a 3 pm\\-12 am shift? (ON\\-SITE)
* Do you have at least 7 years of experience with Vue.js and Next.js?

Experience:

* relevant: 7 years (Required)","","https://pk.indeed.com/cmp/Wiseman-Innovations","","","","","",""
"in-2bb5dabeab56fe4b","indeed","https://pk.indeed.com/viewjob?jk=2bb5dabeab56fe4b","http://pk.indeed.com/job/software-engineer-2bb5dabeab56fe4b","Software Engineer","Wiseman Innovations","Islamabad, PIS, PK","2024-12-16","fulltime","","","","","",False,"","","","","**Technical Skills:**

* Experience working in an agile software development environment preferably Scrum.
* Expertise in ASP.Net MVC 4\\.5 or above, AJAX, HTML, CSS, JavaScript, jQuery, Web services, RESTful Services, and Web API.
* Experience in .Net Core will be a plus.
* Experience in MS SQL SERVER (2016 or above).
* Write new or update existing unit tests using MSTest or NUnit (where applicable in the implementation process).
* Knowledge of Static Code Analysis tools e.g. SonarQube
* Knowledge of algorithms and data structures
* Experience with EMR/RCM is mandatory.

Job Type: Full\\-time

Ability to commute/relocate:

* Islamabad: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

* Do you have 4 years of expertise in ASP. Net MVC 4\\.5 or above, AJAX, HTML, CSS, JavaScript, jQuery, Web services, RESTful Services and Web API.
* Do you have Kknowledge of Static Code Analysis tool e.g. SonarQube ?
* Do you have knowledge of algorithms and data structures ?
* Can you write new or update existing unit test using MSTest, or NUnit (where applicable in implementation process)

Experience:

* EMR/RCM: 4 years (Required)
* MS SQL SERVER (2016 or above).: 4 years (Required)","","https://pk.indeed.com/cmp/Wiseman-Innovations","","","","","",""
"in-63c14f7d735e41d9","indeed","https://pk.indeed.com/viewjob?jk=63c14f7d735e41d9","https://apply.workable.com/j/FB8F359164","Software Engineer- MERN","Devsinc","Islamabad, PIS, PK","2024-12-16","fulltime","","","","","",False,"","","","","**Devsinc** is seeking a talented **Software Engineer \\- MERN** to join our innovative development team. In this role, you will work on building high\\-performance web applications using the MERN stack (MongoDB, Express.js, React.js, Node.js). You will collaborate closely with UI/UX designers and product managers to deliver exceptional products that meet client needs.

**Key Responsibilities:**

* Design, develop, and deploy full\\-stack web applications using the MERN stack.
* Create user\\-friendly interfaces using React.js with a focus on responsive design.
* Develop server\\-side logic and APIs using Node.js and Express.js.
* Manage and optimize data storage with MongoDB, ensuring efficient retrieval and manipulation.
* Write clean, maintainable, and efficient code while adhering to coding standards.
* Collaborate with cross\\-functional teams to define, design, and ship new features.
* Identify and troubleshoot diverse web application issues, conducting thorough testing and debugging.
* Stay updated with emerging technologies and best practices in web development.

**Requirements**

**Requirements:**

* Bachelor's degree in Computer Science, Engineering, or a related field.
* 1\\-2 years of experience in web development with a strong focus on the MERN stack.
* Proficient in JavaScript, HTML, and CSS, with a solid understanding of React.js.
* Experience with Node.js, Express.js, and MongoDB.
* Experience with AWS
* Familiarity with RESTful APIs and integrating third\\-party APIs.
* Understanding of version control systems, preferably Git.
* Excellent problem\\-solving skills and attention to detail.
* Ability to work effectively in a team environment and collaborate with others.
* Strong communication skills, both written and verbal.","","https://pk.indeed.com/cmp/Devsinc","","http://www.devsinc.com","Santa Clara","11 to 50","",""
"in-0c827c71a40a5978","indeed","https://pk.indeed.com/viewjob?jk=0c827c71a40a5978","http://pk.indeed.com/job/l1-software-support-engineer-remote-0c827c71a40a5978","L1 software support engineer - Remote","ThingLogix","Islamabad, PIS, PK","2024-12-13","fulltime","","","","","",False,"","","","","We are seeking a motivated and technically proficient individual to join our team as a Technical Support Engineer. This position is ideal for candidates with a strong coding background and a passion for solving software\\-related issues. As a Technical Support Engineer, you will be responsible for providing exceptional customer support through our ticketing system, addressing inquiries, resolving technical issues, and ensuring customer satisfaction. The position requires the ability to work night shifts.

**Responsibilities:**

* **Ticket Resolution:**
* Respond promptly and effectively to customer queries and issues submitted through the ticketing system.
* Diagnose and troubleshoot software\\-related problems reported by customers.
* **Customer Communication:**
* Communicate technical solutions in a clear and understandable manner to customers.
* Provide regular updates to customers on the status of their reported issues.
* **Training:**
* Conduct training sessions for customers to enhance their understanding of the software.
* Create and maintain documentation to assist customers in troubleshooting common issues.
* **Collaboration:**
* Work closely with the development team to escalate and prioritize unresolved issues.
* Provide feedback to the development team for improving the software based on customer experiences.
* **Customer Satisfaction:**
* Strive to exceed customer expectations and ensure their satisfaction with our software.
* Gather customer feedback and contribute to the continuous improvement of our products.

**Requirements:**

* Bachelor's degree in Computer Science, Software engineering, or a related field.
* 1\\-2 years of experience in this field.
* Ability to cover night shifts
* Proficiency in coding (Javascript).
* Previous experience with ticketing systems (Zendesk, Help desk, Zoho desk)
* Familiratiy with AWS is a plus
* Excellent written and verbal communication skills.
* Strong problem\\-solving skills and the ability to think critically.
* Patience and empathy in dealing with customer inquiries and issues.
* Ability to work collaboratively with cross\\-functional teams.
* Ability to join immediately.

Job Type: Full\\-time","","https://pk.indeed.com/cmp/Thinglogix","","","","","",""
"in-381bc4ee28707c10","indeed","https://pk.indeed.com/viewjob?jk=381bc4ee28707c10","http://pk.indeed.com/job/sr-devops-engineer-381bc4ee28707c10","Sr. DevOps Engineer","AltuMed (Cube Healthcare Systems Pvt Ltd)","Abbottabad, PNW, PK","2024-12-13","fulltime","","","","","",False,"","","","","* Utilize GitHub to manage source code repositories, implement branching strategies, and ensure best practices in version control.
* Build, maintain, and optimize CI/CD pipelines using GitHub Actions or other CI/CD tools.
* Develop GitHub workflows to automate testing, builds, and deployments.
* Set up and enforce GitHub Pull Request workflows to ensure code quality and effective collaboration.
* Securely manage sensitive data and credentials in GitHub repositories using GitHub Secrets.
* Integrate GitHub with other DevOps tools and services like Jira, Slack, Jenkins, or Terraform.
* Monitor pipeline performance, troubleshoot issues, and improve development workflows.
* Train team members on GitHub best practices and DevOps workflows.
* Plan, coordinate, and manage software releases across development, staging, and production environments.
* Maintain release documentation and audit trails for compliance.
* Develop rollback strategies and contingency plans for failed deployments.

**Required Skills and Qualifications**

* Strong experience with GitHub, including repository management, branching strategies, and workflows.
* Hands\\-on experience creating and optimizing GitHub Actions for CI/CD.
* Proficiency in Git, including resolving merge conflicts and managing large repositories.
* Experience with scripting languages like Bash, Python, or PowerShell.

Job Type: Full\\-time

Expected Start Date: 01/01/2025","","https://pk.indeed.com/cmp/Altumed-(cube-Healthcare-Systems-Pvt-Ltd)-1","","","","","",""
"in-126d38ca8013b8d2","indeed","https://pk.indeed.com/viewjob?jk=126d38ca8013b8d2","http://pk.indeed.com/job/sr-software-developer-net-126d38ca8013b8d2","Sr. Software Developer (.NET)","AltuMed (Cube Healthcare Systems Pvt Ltd)","Abbottabad, PNW, PK","2024-12-13","fulltime","direct_data","yearly",2647577.0,3352422.0,"USD",True,"","","","","Cube Healthcare Systems is a subsidiary of the Healthcare Technology Company based in Michigan, USA. providing healthcare solutions to the clients in the US. Presently, Cube Healthcare Systems is the biggest company at KP IT Board, with fast growing healthcare IT services and product base.

As a healthcare solution provider, CHS is successfully carrying out revenue management services for its clients based in the USA. Our product: ALTUMED, a Revenue Cycle Management Software takes Medical Billing to another degree of automation and advancement.

In Pakistan, with the main Office in Abbottabad, business teams are pro\\-actively working to make client experience and business a huge success.

**ROLE OVERVIEW:**  
As a Senior Software Developer, you will be responsible to develop software solutions for Cube's large scale IT Products by studying information needs, conferring with users, studying systems flow, data usage, and work processes; investigating problem areas; and following the software development lifecycle.

**LOCATION**: On\\- site/ Remote

**RESPONSIBILITIES:**

* Pro\\-actively develop new modules in the existing and new software as per business need.
* Recommend improvements to existing software programs as necessary.
* Maintain and improve the performance of existing software.
* Study information needs; confer with users; study systems flow, data usage, and work processes; investigate problem areas; and follow the software development lifecycle.
* Prepares and installs solutions by determining and designing system specifications, standards, and programming.
* Protects operations by keeping information confidential.
* Provides information by collecting, analyzing, and summarizing development and service issues.
* Accomplishes engineering and organization mission by completing related results as needed.
* Supports and develops software engineers by providing advice and coaching.
* Any relevant task assigned by the line manager.

**What We’re Looking For:**

* MSc (2 year)/BS (4 year) in (Computer science/software engineer/ Computer Engineering).
* Around 4 \\- 8 years of relevant work experience
* Proven Experience in Agile scrum methodology.
* Strong knowledge of C\\# programming language.
* Strong knowledge of MVC/ Web Forms/ .NET Core and WebApi.
* Strong knowledge of SQL
* Design and update software database
* Strong knowledge of Angular and jQuery
* Strong knowledge of Agile
* Strong knowledge of TFS/ SVN
* Strong knowledge of JIRA
* Strong knowledge of Troubleshoot, debug and upgrade existing systems
* Skill to architect new project
* Ability to work independently and multi\\-task effectively Flexible and willing to accept a change in priorities as necessary
* Strong attention to detail
* Good presentation skills

Note: Candidates from Hazara Division will be given preference for this specific position due to location.

For more information, please visit:

www.cubehcs.com

www.facebook.com/Cube\\-Healthcare\\-Systems\\-Pvt\\-Ltd\\-100850541921095

www.linkedin.com/company/cube\\-healthcare\\-systems\\-pvt\\-ltd

Job Type: Full\\-time

Pay: Rs200,000\\.00 \\- Rs300,000\\.00 per month","","https://pk.indeed.com/cmp/Altumed-(cube-Healthcare-Systems-Pvt-Ltd)-1","","","","","",""
"in-f64ba8e89c8786e8","indeed","https://pk.indeed.com/viewjob?jk=f64ba8e89c8786e8","http://pk.indeed.com/job/sr-sqa-engineer-software-quality-assurance-f64ba8e89c8786e8","Sr. SQA Engineer (Software Quality Assurance)","AltuMed (Cube Healthcare Systems Pvt Ltd)","Abbottabad, PNW, PK","2024-12-13","fulltime","direct_data","yearly",1482643.0,1877356.0,"USD",False,"","","","","Cube Healthcare Systems is a subsidiary of the Healthcare Technology Company based in Michigan, USA. providing healthcare solutions to the clients in the US. Presently, Cube Healthcare Systems is the biggest company at KP IT Board, with fast growing healthcare IT services and product base.

As a healthcare solution provider, CHS is successfully carrying out revenue management services for its clients based in the USA. Our product: ALTUMED, a Revenue Cycle Management Software takes Medical Billing to another degree of automation and advancement.

In Pakistan, with the main Office in Abbottabad, business teams are pro\\-actively working to make client experience and business a huge success.

**Job location: Abbottabad (onsite)**

**Job Overview:**

The Senior Software Quality Assurance (SQA) Engineer is responsible for architecting new automated/ manual test strategies and frameworks, in addition to creating, implementing and automating testing in support of software test requirements. Applies Agile principles to the development of high\\-quality applications and software solutions. Guides and mentors the team for improvement and efficiency.

Sr. SQA Engineer’s job is to oversee the production of test documents, the creation of test procedures, and to ensure the successful deployment of company products and ultimately client satisfaction.

**RESPONSIBILITIES:**

* Design, develop, and execute manual and automated tests to ensure the quality of our software products.
* Work closely with developers, product managers, and other stake holders to understand requirements, create test plans and ensure adequate testing coverage.
* Create detailed, comprehensive, and well\\-structured test plans and test cases.
* Continuously improve the QA process and KPIs and implement best practices for quality assurance.

· Meet with the software/product designers to determine quality assurance parameters.

· Lead the QA team in designing QA test procedures.

· Mentor and train junior QA engineers.

· Oversee the drafting of testing documents.

· Implement testing procedures and overseeing the QA process.

· Troubleshoot quality issues and modify test procedures.

· Reviewing Quality Assurance reports.

· Ensuring the successful deployment of products into the market.

· Responding to requests from the design team and management.

· Stay up\\-to\\-date with new testing tools and test strategies in the industry

· Any task assigned by the manager

**Qualifications:**

* BS/MSc in (Computer Science/Software Engineering) or a related degree.

· Must have 4\\+ years of experience.

· Able to apply understanding of applicable regulations (e.g., HIPAA, SOX, HL7\\).

· Strong domain knowledge of US\\- Healthcare Industry

· Excellent knowledge of Functional and non\\-functional software testing techniques.

· Excellent understanding of bug tracking tools e.g. Jira, Bugzilla, Bit Bucket.

* Experience of white box testing, data driven testing and grey box testing.

· Strong attention to detail, critical thinking and mentoring skills

· Strong ability to manage projects with time constraints

· Strong analytical, communication and problem\\-solving skills.

· Proven Experience in Agile scrum methodology

* Experience with SDLC and STLC.

· Ability to work independently as well as in team and multi\\-task effectively

· Flexible and willing to accept a change in priorities as necessary

· Energetic and a ""can\\-do attitude”.

· Good presentation skills

**Benefits:**

Competitive Market Based Salary, Provident fund, EOBI, Paid Leaves, cash advance, Bonuses, Annual increments, Allowances ( Accommodation, OPD, Travel, Night, utilities, Technical ), Annual dinners and trips, Parental Leaves

**Note:** Preference will be given to candidates from Hazara Division, KPK for this specific role. However, candidates from all over the Pakistan are welcomed.

For more information, please visit:

www.cubehcs.com

https://web.facebook.com/Cube\\-Healthcare\\-Systems\\-Pvt\\-Ltd\\-100850541921095/

https://www.linkedin.com/company/cube\\-healthcare\\-systems\\-pvt\\-ltd/

Job Type: Full\\-time

Pay: Rs100,000\\.00 \\- Rs180,000\\.00 per month

Application Deadline: 27/04/2023  
Expected Start Date: 01/01/2025","","https://pk.indeed.com/cmp/Altumed-(cube-Healthcare-Systems-Pvt-Ltd)-1","","","","","",""
"in-a9624d53e3cd85f1","indeed","https://pk.indeed.com/viewjob?jk=a9624d53e3cd85f1","http://pk.indeed.com/job/devops-engineer-a9624d53e3cd85f1","DevOps Engineer","Essentia Technologies (Pvt) Limited","Islamabad, PIS, PK","2024-12-12","fulltime","direct_data","yearly",635418.0,804581.0,"USD",False,"","","","","**Objectives of this role**

* Building and implementing new development tools and infrastructure
* Understanding the needs of stakeholders and conveying them to developers
* Working on ways to automate and improve development and release processes.
* Designing and implementing DevOps solutions on Cloud (AWS, Azure, or Google Cloud Platform)
* Automation technologies, such as Kubernetes or Jenkins
* Experience in Docker
* Testing and examining code written by others and analyzing results would be a great plus.
* Ensuring that systems are safe and secure against cybersecurity threats.
* Identifying technical problems and developing software updates and fixes
* Working with software developers and software engineers to ensure that development follows established processes and works as intended.

**Responsibilities**

* Deploy updates and fixes and provide Level 2 technical support.
* Build tools to reduce occurrence of errors and improve customer experience.
* Develop software to integrate with internal back\\-end systems.
* Perform root cause analysis of production errors and resolve technical issues.
* Develop scripts to automate visualization.
* Design procedures for system troubleshooting and maintenance.

**Required skills and qualifications.**

* Experience as a DevOps engineer or in a similar software engineering role
* Proficiency with Git and GitHub workflows
* Good knowledge of Python or PHP
* Working knowledge of databases and SQL
* Problem\\-solving attitude
* Collaborative team spirit

Job Type: Full\\-time

Pay: From Rs60,000\\.00 per month","Consulting And Business Services","https://pk.indeed.com/cmp/Essentia-Technologies-(pvt)-Limited","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/70dd19f0f5f96b70eb09bf5e63f548b7","http://www.essentiatechnologies.com","Suite 205A, Second Floor
Evacuee Trust Complex
Agha Khan Road, F-5/1
Islamabad","11 to 50","$5M to $25M (USD)","Essentia Technologies is a structured approach to lowering IT costs across the enterprise through cost savings, cost avoidance and cost recovery disciplines."
"in-b5d2d43264bd6faf","indeed","https://pk.indeed.com/viewjob?jk=b5d2d43264bd6faf","http://pk.indeed.com/job/full-stack-software-engineer-vuejsphp-b5d2d43264bd6faf","Full Stack Software Engineer (Vue.js/PHP)","ContentStudio.io","Rawalpindi, PPB, PK","2024-12-12","fulltime","direct_data","yearly",2065110.0,2614889.0,"USD",False,"","","","hamza.bilal@d4interactive.io","**Role Overview:**

As a Full Stack Software Engineer, you will be responsible for designing, developing, and maintaining web applications using Vue.js on the front end and PHP on the back end. You will work closely with cross\\-functional teams, including Product Management, UX/UI Design, and Quality Assurance, to build scalable and efficient applications that meet the needs of our users.

**Key Responsibilities:**

* Build responsive, user\\-friendly interfaces with Vue.js, ensuring a seamless user experience.
* Design and implement robust server\\-side logic using PHP and frameworks like Laravel.
* Develop and manage databases (MongoDB and SQL) to store, retrieve, and handle data efficiently.
* Create and maintain RESTful APIs to enable seamless communication between the front end and back end.
* Write unit tests, conduct code reviews, and debug software to ensure stability and performance.
* Work with cross\\-functional teams, including designers and other developers, to ensure feature requirements are met.
* Work with AI technologies, including OpenAI, Claude, Anthropic, and agent\\-based systems, to build intelligent features and applications.
* Stay updated on industry trends and emerging technologies to improve development processes and enhance applications.

**Requirements:**

* Education: Bachelor’s degree in Computer Science, Software Engineering, or a related field, or equivalent experience.
* Experience: 2\\-5 years of professional experience as a Full Stack Developer or similar role.

**Technical Skills:**

* Frontend: Proficiency in Vue.js and modern JavaScript frameworks; experience with CSS, HTML5, and responsive design.
* Backend: Strong PHP development experience, preferably with frameworks like Laravel.

**Job Details:**

1\\. Location:

Bahria Town Phase 4 (Civic Center), Rawalpindi

2\\. Gender:

No Preference

**Exciting Benefits We Offer:**

* Market\\-Competitive Salary
* Health Insurance
* Provident Fund
* Annual Leaves
* Annual Performance\\-Based Increments
* Friendly Work Environment

**How to Apply:**

We would love to hear from you if you are passionate about building scalable and efficient web applications and meet the above requirements. Please apply here and also submit your resume and a cover letter to hamza.bilal@d4interactive.io

Note: We are an equal\\-opportunity employer!

Job Type: Full\\-time

Pay: Rs90,000\\.00 \\- Rs300,000\\.00 per month","","https://pk.indeed.com/cmp/Contentstudio.io","","","","","",""
